9.611436389999999665e+04,2.602826999999999771e+02
9.020893790000000445e+04,2.608885000000000218e+02
8.601922479999999632e+04,2.614943999999999846e+02
8.399791430000000400e+04,2.621003000000000043e+02
8.073406100000000151e+04,2.627062000000000239e+02
7.821452920000000449e+04,2.633120000000000118e+02
7.577362630000000354e+04,2.639178999999999746e+02
7.340889879999999539e+04,2.645237000000000194e+02
7.225435480000000098e+04,2.651295999999999822e+02
6.889853419999999460e+04,2.657354000000000269e+02
6.674836310000000231e+04,2.663412999999999897e+02
6.415476460000000225e+04,2.669472000000000094e+02
6.264723279999999795e+04,2.675529999999999973e+02
6.069215110000000277e+04,2.681589000000000169e+02
5.833387490000000253e+04,2.687647000000000048e+02
5.651340350000000035e+04,2.693706000000000245e+02
5.431749820000000182e+04,2.699764000000000124e+02
5.262236899999999878e+04,2.705822999999999752e+02
5.138582959999999730e+04,2.711881999999999948e+02
4.978219140000000334e+04,2.717939999999999827e+02
4.861239160000000265e+04,2.723999000000000024e+02
4.635461119999999937e+04,2.730056999999999903e+02
4.526535399999999936e+04,2.736116000000000099e+02
4.350650699999999779e+04,2.742173999999999978e+02
4.214876499999999942e+04,2.748233000000000175e+02
4.083339510000000155e+04,2.754291000000000054e+02
3.924675789999999688e+04,2.760350000000000250e+02
3.802195320000000356e+04,2.766408999999999878e+02
3.654455849999999919e+04,2.772466999999999757e+02
3.540408350000000064e+04,2.778525999999999954e+02
3.429920019999999931e+04,2.784583999999999833e+02
3.322879789999999775e+04,2.790643000000000029e+02
3.244797569999999905e+04,2.796700999999999908e+02
3.094094420000000173e+04,2.802760000000000105e+02
3.021388279999999941e+04,2.808818999999999733e+02
2.903988130000000092e+04,2.814877000000000180e+02
2.835749169999999867e+04,2.820935999999999808e+02
2.747251699999999983e+04,2.826994000000000256e+02
2.619656850000000122e+04,2.833052999999999884e+02
2.558099209999999948e+04,2.839110999999999763e+02
2.439289459999999963e+04,2.845169999999999959e+02
2.363164610000000175e+04,2.851229000000000156e+02
2.289415469999999914e+04,2.857287000000000035e+02
2.235617959999999948e+04,2.863346000000000231e+02
2.165849260000000140e+04,2.869404000000000110e+02
2.081692239999999947e+04,2.875462999999999738e+02
2.032775890000000072e+04,2.881521000000000186e+02
1.953789610000000175e+04,2.887579999999999814e+02
1.907878770000000077e+04,2.893639000000000010e+02
1.819268210000000181e+04,2.899696999999999889e+02
1.776518389999999999e+04,2.905756000000000085e+02
1.707489349999999831e+04,2.911813999999999965e+02
1.654202379999999903e+04,2.917873000000000161e+02
1.602578369999999995e+04,2.923931000000000040e+02
1.552565430000000015e+04,2.929990000000000236e+02
1.516082699999999932e+04,2.936048000000000116e+02
1.468769089999999960e+04,2.942106999999999744e+02
1.422932059999999910e+04,2.948165999999999940e+02
1.378525489999999991e+04,2.954223999999999819e+02
1.314500510000000031e+04,2.960283000000000015e+02
1.293826599999999962e+04,2.966340999999999894e+02
1.243553210000000036e+04,2.972400000000000091e+02
1.195233250000000044e+04,2.978457999999999970e+02
1.167147229999999945e+04,2.984517000000000166e+02
1.121796140000000014e+04,2.990575999999999794e+02
1.112939609999999993e+04,2.996634000000000242e+02
1.061249639999999999e+04,3.002692000000000121e+02
1.036312019999999939e+04,3.008750999999999749e+02
1.011960380000000077e+04,3.014809000000000196e+02
9.726392900000000736e+03,3.020867999999999824e+02
9.422853600000000370e+03,3.026926000000000272e+02
9.128787099999999555e+03,3.032986000000000217e+02
8.985213499999999840e+03,3.039042999999999779e+02
8.636080799999999726e+03,3.045102999999999724e+02
8.366567600000000311e+03,3.051161000000000172e+02
8.105465600000000450e+03,3.057219999999999800e+02
7.790516700000000128e+03,3.063276999999999930e+02
